	Score_Control	miRsControl	DEmiRNAcontrolPercentage	Score_Case	miRsCase	DEmiRNAcasePercentage	TS_Genes	TSgenesPercentage	Module
DE in both: 	3.170	hsa-miR-130a-3p is UP, hsa-miR-526b-3p is not DE, hsa-miR-92b-3p is not DE	33.33	3.170	hsa-miR-130a-3p is UP, hsa-miR-526b-3p is not DE, hsa-miR-92b-3p is not DE	33.33	CNOT4	40.00	['3', 'hsa-miR-130a-3p', 'hsa-miR-92b-3p', 'hsa-miR-526b-3p', 'WASL', 'CNOT4', 'SOX4']
DE in both: 	4.113	hsa-miR-130a-3p is UP, hsa-miR-519b-3p is not DE, hsa-miR-92b-3p is not DE	33.33	4.113	hsa-miR-130a-3p is UP, hsa-miR-519b-3p is not DE, hsa-miR-92b-3p is not DE	33.33	CNOT4,MFF	50.00	['4', 'hsa-miR-130a-3p', 'hsa-miR-92b-3p', 'hsa-miR-519b-3p', 'MFF', 'WASL', 'CNOT4', 'SOX4']
DE in both: 	3.170	hsa-miR-130a-3p is UP, hsa-miR-363-3p is not DE, hsa-miR-526b-3p is not DE	33.33	3.170	hsa-miR-130a-3p is UP, hsa-miR-363-3p is not DE, hsa-miR-526b-3p is not DE	33.33	CNOT4	50.00	['3', 'hsa-miR-130a-3p', 'hsa-miR-363-3p', 'hsa-miR-526b-3p', 'WASL', 'CNOT4', 'SOX4']
DE in both: 	4.113	hsa-miR-130a-3p is UP, hsa-miR-363-3p is not DE, hsa-miR-519b-3p is not DE	33.33	4.113	hsa-miR-130a-3p is UP, hsa-miR-363-3p is not DE, hsa-miR-519b-3p is not DE	33.33	CNOT4,MFF	50.00	['4', 'hsa-miR-130a-3p', 'hsa-miR-363-3p', 'hsa-miR-519b-3p', 'MFF', 'WASL', 'CNOT4', 'SOX4']
DE in both: 	3.613	hsa-miR-130a-3p is UP, hsa-miR-142-5p is not DE, hsa-miR-526b-3p is not DE	33.33	3.613	hsa-miR-130a-3p is UP, hsa-miR-142-5p is not DE, hsa-miR-526b-3p is not DE	33.33	HSPA8,TGFBR2	25.00	['8', 'hsa-miR-130a-3p', 'hsa-miR-142-5p', 'hsa-miR-526b-3p', 'RPF2', 'LZIC', 'MAPK1', 'ZFYVE26', 'HSPA8', 'CAPRIN2', 'PTPN4', 'TGFBR2']
DE in both: 	3.613	hsa-miR-130a-3p is UP, hsa-miR-142-5p is not DE, hsa-miR-519b-3p is not DE	33.33	3.613	hsa-miR-130a-3p is UP, hsa-miR-142-5p is not DE, hsa-miR-519b-3p is not DE	33.33	HSPA8,TGFBR2	25.00	['8', 'hsa-miR-130a-3p', 'hsa-miR-142-5p', 'hsa-miR-519b-3p', 'RPF2', 'LZIC', 'PPIG', 'MAPK1', 'HSPA8', 'CAPRIN2', 'PTPN4', 'TGFBR2']
DE in both: 	4.465	hsa-miR-130a-3p is UP, hsa-miR-519b-3p is not DE, hsa-miR-526b-3p is not DE	33.33	4.465	hsa-miR-130a-3p is UP, hsa-miR-519b-3p is not DE, hsa-miR-526b-3p is not DE	33.33	ARHGAP12,CNOT4,HSPA8,LDLR,MAVS,QKI,RPS27A,SMAD4,TGFBR2	21.95	['41', 'hsa-miR-130a-3p', 'hsa-miR-526b-3p', 'hsa-miR-519b-3p', 'RPF2', 'RRAGD', 'RBM20', 'KLHL36', 'LZIC', 'FOXQ1', 'PXK', 'NIPA1', 'RAN', 'SALL3', 'MAVS', 'ZFYVE9', 'MAPK1', 'WASL', 'RPS27A', 'HSPA8', 'POLR1B', 'CAPRIN2', 'BTF3L4', 'CLIC4', 'KIAA1191', 'PTPN4', 'ARHGAP1', 'CNOT4', 'ENPP5', 'ZBTB4', 'PPP1R15B', 'MAPRE3', 'PDRG1', 'MAP7', 'ARHGAP12', 'NACC2', 'ZNF417', 'RAB5B', 'LDLR', 'NFIB', 'QKI', 'SMAD4', 'SOX4', 'TGFBR2', 'NABP1']
DE in both: 	4.227	hsa-miR-130a-3p is UP, hsa-miR-1323 is not DE, hsa-miR-519b-3p is not DE	33.33	4.227	hsa-miR-130a-3p is UP, hsa-miR-1323 is not DE, hsa-miR-519b-3p is not DE	33.33	MFF,RDH11	66.67	['3', 'hsa-miR-130a-3p', 'hsa-miR-519b-3p', 'hsa-miR-1323', 'MFF', 'CLIC4', 'RDH11']
DE in both: 	3.170	hsa-miR-18a-3p is DOWN, hsa-miR-519c-3p is not DE, hsa-miR-526b-3p is not DE	33.33	3.170	hsa-miR-18a-3p is DOWN, hsa-miR-519c-3p is not DE, hsa-miR-526b-3p is not DE	33.33	CCDC71L	28.57	['3', 'hsa-miR-519c-3p', 'hsa-miR-18a-3p', 'hsa-miR-526b-3p', 'CCDC71L', 'ANKRD33B', 'PTPN4']
DE in both: 	3.113	hsa-miR-18a-3p is DOWN, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	33.33	3.113	hsa-miR-18a-3p is DOWN, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	33.33	CCDC71L	28.57	['4', 'hsa-miR-519c-3p', 'hsa-miR-18a-3p', 'hsa-miR-519b-3p', 'MFAP2', 'CCDC71L', 'ANKRD33B', 'PTPN4']
DE in both: 	4.227	hsa-miR-4428 is UP, hsa-miR-519c-3p is not DE, hsa-miR-526b-3p is not DE	33.33	4.227	hsa-miR-4428 is UP, hsa-miR-519c-3p is not DE, hsa-miR-526b-3p is not DE	33.33	LDLR,MIDN	66.67	['3', 'hsa-miR-519c-3p', 'hsa-miR-526b-3p', 'hsa-miR-4428', 'MIDN', 'MAPRE3', 'LDLR']
DE in both: 	4.113	hsa-miR-4428 is UP, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	33.33	4.113	hsa-miR-4428 is UP, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	33.33	LDLR,MIDN	50.00	['4', 'hsa-miR-519c-3p', 'hsa-miR-519b-3p', 'hsa-miR-4428', 'MIDN', 'MAPRE3', 'LDLR', 'TFAP4']
DE in both: 	3.042	hsa-miR-18a-3p is DOWN, hsa-miR-324-3p is not DE, hsa-miR-526b-3p is not DE	33.33	3.042	hsa-miR-18a-3p is DOWN, hsa-miR-324-3p is not DE, hsa-miR-526b-3p is not DE	33.33	CCDC71L	33.33	['5', 'hsa-miR-18a-3p', 'hsa-miR-324-3p', 'hsa-miR-526b-3p', 'GTF2H2C', 'WDR53', 'RANGAP1', 'CCDC71L', 'PTPN4']
DE in both: 	3.170	hsa-miR-18a-3p is DOWN, hsa-miR-519b-3p is not DE, hsa-miR-526b-3p is not DE	33.33	3.170	hsa-miR-18a-3p is DOWN, hsa-miR-519b-3p is not DE, hsa-miR-526b-3p is not DE	33.33	CCDC71L	33.33	['3', 'hsa-miR-18a-3p', 'hsa-miR-526b-3p', 'hsa-miR-519b-3p', 'CCDC71L', 'ANKRD33B', 'PTPN4']
DE in both: 	4.227	hsa-miR-4428 is UP, hsa-miR-519b-3p is not DE, hsa-miR-526b-3p is not DE	33.33	4.227	hsa-miR-4428 is UP, hsa-miR-519b-3p is not DE, hsa-miR-526b-3p is not DE	33.33	LDLR,MIDN	66.67	['3', 'hsa-miR-526b-3p', 'hsa-miR-519b-3p', 'hsa-miR-4428', 'MIDN', 'MAPRE3', 'LDLR']
DE in both: 	4.327	hsa-miR-130a-3p is UP, hsa-miR-17-5p is not DE, hsa-miR-20a-5p is not DE, hsa-miR-93-5p is not DE	25.00	4.327	hsa-miR-130a-3p is UP, hsa-miR-17-5p is not DE, hsa-miR-20a-5p is not DE, hsa-miR-93-5p is not DE	25.00	ARHGAP12,C16orf70,CNOT4,HSPA8,LDLR,MAVS,QKI,RPS27A,SMAD4,TGFBR2	20.83	['48', 'hsa-miR-20a-5p', 'hsa-miR-93-5p', 'hsa-miR-17-5p', 'hsa-miR-130a-3p', 'RPF2', 'RRAGD', 'RBM20', 'KLHL36', 'LZIC', 'FOXQ1', 'PXK', 'CEP170', 'NIPA1', 'RAN', 'ZNF12', 'SALL3', 'MAVS', 'ZFYVE9', 'MAPK1', 'WASL', 'ZFYVE26', 'TNFRSF10B', 'RPS27A', 'HSPA8', 'POLR1B', 'CAPRIN2', 'BTF3L4', 'CLIC4', 'KIAA1191', 'PTPN4', 'ARHGAP1', 'CNOT4', 'ENPP5', 'C16orf70', 'ZBTB4', 'PPP1R15B', 'MAPRE3', 'PDRG1', 'MAP7', 'ARHGAP12', 'NACC2', 'ZNF417', 'RAB5B', 'LDLR', 'NFIB', 'QKI', 'TXNIP', 'SMAD4', 'SOX4', 'TGFBR2', 'NABP1', 'BMPR2']
DE in both: 	4.000	hsa-miR-17-5p is not DE, hsa-miR-20a-5p is not DE, hsa-miR-323a-3p is DOWN, hsa-miR-93-5p is not DE	25.00	4.000	hsa-miR-17-5p is not DE, hsa-miR-20a-5p is not DE, hsa-miR-323a-3p is DOWN, hsa-miR-93-5p is not DE	25.00	MYC,MYLIP	50.00	['4', 'hsa-miR-20a-5p', 'hsa-miR-93-5p', 'hsa-miR-17-5p', 'hsa-miR-323a-3p', 'TNFRSF10B', 'TXNIP', 'MYLIP', 'MYC']
DE in both: 	3.042	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-148a-3p is not DE, hsa-miR-148b-3p is not DE	25.00	5.042	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-148a-3p is not DE, hsa-miR-148b-3p is UP	50.00	CNOT4,EOGT	13.33	['15', 'hsa-miR-148a-3p', 'hsa-miR-130a-3p', 'hsa-miR-130b-3p', 'hsa-miR-148b-3p', 'EOGT', 'PPP6R1', 'CCNA2', 'GPRC5A', 'SIK1', 'MLEC', 'ZFYVE26', 'CEP55', 'SLC38A2', 'CNOT4', 'SECISBP2L', 'BTBD3', 'STARD13', 'TXNIP', 'DICER1']
DE in both: 	3.723	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-34a-5p is not DE, hsa-miR-93-5p is not DE	25.00	3.723	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-34a-5p is not DE, hsa-miR-93-5p is not DE	25.00	CNOT4,SMAD4	33.33	['6', 'hsa-miR-93-5p', 'hsa-miR-34a-5p', 'hsa-miR-130a-3p', 'hsa-miR-130b-3p', 'RRAGD', 'ARHGAP1', 'CNOT4', 'TXNIP', 'YY1', 'SMAD4']
DE in both: 	4.113	hsa-miR-1-3p is UP, hsa-miR-15b-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-93-5p is not DE	25.00	4.113	hsa-miR-1-3p is DOWN, hsa-miR-15b-5p is not DE, hsa-miR-20b-5p is not DE, hsa-miR-93-5p is not DE	25.00	CCND1,CRK	66.67	['3', 'hsa-miR-93-5p', 'hsa-miR-15b-5p', 'hsa-miR-1-3p', 'hsa-miR-20b-5p', 'VEGFA', 'CRK', 'CCND1']
DE in both: 	3.057	hsa-miR-34a-5p is not DE, hsa-miR-34b-3p is UP, hsa-miR-34c-5p is not DE, hsa-miR-449a is not DE	25.00	3.057	hsa-miR-34a-5p is not DE, hsa-miR-34b-3p is UP, hsa-miR-34c-5p is not DE, hsa-miR-449a is not DE	25.00	MYC	42.86	['3', 'hsa-miR-34a-5p', 'hsa-miR-34c-5p', 'hsa-miR-449a', 'hsa-miR-34b-3p', 'NOTCH1', 'MET', 'MYC']
DE in both: 	4.802	hsa-miR-1-3p is UP, hsa-miR-15b-5p is not DE, hsa-miR-16-5p is not DE, hsa-miR-195-5p is DOWN	50.00	2.802	hsa-miR-1-3p is DOWN, hsa-miR-15b-5p is not DE, hsa-miR-16-5p is not DE, hsa-miR-195-5p is not DE	25.00	CCND1	33.33	['7', 'hsa-miR-195-5p', 'hsa-miR-16-5p', 'hsa-miR-15b-5p', 'hsa-miR-1-3p', 'ZCCHC3', 'NUP50', 'FLOT2', 'VEGFA', 'NOTCH2', 'TPM3', 'CCND1']
DE in both: 	6.000	hsa-miR-15b-5p is not DE, hsa-miR-16-5p is not DE, hsa-miR-195-5p is DOWN, hsa-miR-6739-5p is UP	50.00	4.000	hsa-miR-15b-5p is not DE, hsa-miR-16-5p is not DE, hsa-miR-195-5p is not DE, hsa-miR-6739-5p is DOWN	25.00	CCND1,GRB2	50.00	['4', 'hsa-miR-195-5p', 'hsa-miR-16-5p', 'hsa-miR-15b-5p', 'hsa-miR-6739-5p', 'MINK1', 'FURIN', 'GRB2', 'CCND1']
DE in both: 	3.057	hsa-miR-15b-5p is not DE, hsa-miR-16-5p is not DE, hsa-miR-195-5p is DOWN, hsa-miR-758-5p is not DE	25.00	3.057	hsa-miR-15b-5p is not DE, hsa-miR-16-5p is not DE, hsa-miR-195-5p is not DE, hsa-miR-758-5p is UP	25.00	CCND1	27.27	['3', 'hsa-miR-195-5p', 'hsa-miR-16-5p', 'hsa-miR-15b-5p', 'hsa-miR-758-5p', 'PPIL1', 'ACTR2', 'CCND1']
DE in both: 	5.887	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-16-5p is not DE, hsa-miR-195-5p is DOWN	50.00	3.887	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-16-5p is not DE, hsa-miR-195-5p is not DE	25.00	ARHGAP12,FZD6,RPRD2	27.27	['11', 'hsa-miR-195-5p', 'hsa-miR-16-5p', 'hsa-miR-130a-3p', 'hsa-miR-130b-3p', 'PPIG', 'ZMAT3', 'GPRC5A', 'SIK1', 'RPRD2', 'UBN2', 'CEP55', 'FZD6', 'PRKAA1', 'ARHGAP12', 'DICER1']
DE in both: 	4.516	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-15b-5p is not DE, hsa-miR-16-5p is not DE	25.00	4.516	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-15b-5p is not DE, hsa-miR-16-5p is not DE	25.00	ARHGAP12,FZD6,HSPA8,RPRD2	36.36	['11', 'hsa-miR-16-5p', 'hsa-miR-15b-5p', 'hsa-miR-130a-3p', 'hsa-miR-130b-3p', 'PPIG', 'ZMAT3', 'GPRC5A', 'SIK1', 'HSPA8', 'RPRD2', 'UBN2', 'CEP55', 'FZD6', 'PRKAA1', 'ARHGAP12']
DE in both: 	3.000	hsa-miR-1-3p is UP, hsa-miR-25-3p is not DE, hsa-miR-363-3p is not DE, hsa-miR-92b-3p is not DE	25.00	3.000	hsa-miR-1-3p is DOWN, hsa-miR-25-3p is not DE, hsa-miR-363-3p is not DE, hsa-miR-92b-3p is not DE	25.00	TWF1	36.36	['4', 'hsa-miR-1-3p', 'hsa-miR-25-3p', 'hsa-miR-92b-3p', 'hsa-miR-363-3p', 'ANP32E', 'H3F3C', 'TWF1', 'H3F3B']
DE in both: 	3.486	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-372-3p is not DE, hsa-miR-373-3p is not DE	25.00	3.486	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-372-3p is not DE, hsa-miR-373-3p is not DE	25.00	FZD6,MBNL3,SNX5,TGFBR2	16.00	['25', 'hsa-miR-372-3p', 'hsa-miR-130a-3p', 'hsa-miR-373-3p', 'hsa-miR-130b-3p', 'DAD1', 'CUL3', 'PIGA', 'PARP1', 'SNX5', 'KIF13A', 'ZNF12', 'ZNF317', 'MBNL3', 'MIGA2', 'ZFYVE26', 'TNFRSF10B', 'UBN2', 'CAPRIN2', 'FZD6', 'LCLAT1', 'HABP4', 'KLHL21', 'ATP6V1C1', 'MBNL1', 'COX10', 'NFIB', 'TXNIP', 'BLCAP', 'TGFBR2']
DE in both: 	4.713	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	25.00	4.713	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	25.00	ARHGAP12,CNOT4,FZD6,HSPA8,LDLR,MAVS,MBNL3,MFF,QKI,RDH11,RPRD2,RPS27A,SMAD4,SNX5,TAOK1,TGFBR2	21.92	['73', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'hsa-miR-130b-3p', 'hsa-miR-519b-3p', 'DAD1', 'TMEM30A', 'ZNF224', 'RPF2', 'CUL3', 'PIGA', 'RAG1', 'RRAGD', 'RBM20', 'KLHL36', 'LZIC', 'PPIG', 'PARP1', 'CHEK2', 'SNX5', 'FOXQ1', 'DLG5', 'KIF13A', 'PXK', 'STX6', 'MFF', 'NIPA1', 'RAN', 'ZNF317', 'SALL3', 'TAOK1', 'MAVS', 'MBNL3', 'MIGA2', 'ZFYVE9', 'MAPK1', 'WASL', 'RPS27A', 'HSPA8', 'POLR1B', 'RPRD2', 'UBN2', 'CAPRIN2', 'FZD6', 'LCLAT1', 'BTF3L4', 'CLIC4', 'KIAA1191', 'PTPN4', 'ARHGAP1', 'CNOT4', 'KLHL21', 'RDH11', 'ATMIN', 'ENPP5', 'ATP6V1C1', 'MBNL1', 'ZBTB4', 'PRKAA1', 'PPP1R15B', 'MAPRE3', 'PDRG1', 'COX10', 'MAP7', 'KCTD10', 'ARHGAP12', 'NACC2', 'ZNF417', 'RAB5B', 'LDLR', 'NFIB', 'QKI', 'DICER1', 'SMAD4', 'BLCAP', 'SOX4', 'TGFBR2', 'NABP1']
DE in both: 	2.929	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-30d-5p is not DE, hsa-miR-30e-5p is not DE	25.00	2.929	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-30d-5p is not DE, hsa-miR-30e-5p is not DE	25.00	MSANTD4	21.92	['5', 'hsa-miR-130a-3p', 'hsa-miR-30d-5p', 'hsa-miR-130b-3p', 'hsa-miR-30e-5p', 'HABP4', 'MSANTD4', 'PPP1R15B', 'NACC2', 'SOX4']
DE in both: 	2.914	hsa-miR-130a-3p is UP, hsa-miR-17-5p is not DE, hsa-miR-20a-5p is not DE, hsa-miR-21-5p is not DE, hsa-miR-93-5p is not DE	20.00	2.914	hsa-miR-130a-3p is UP, hsa-miR-17-5p is not DE, hsa-miR-20a-5p is not DE, hsa-miR-21-5p is not DE, hsa-miR-93-5p is not DE	20.00	TGFBR2	66.67	['3', 'hsa-miR-20a-5p', 'hsa-miR-21-5p', 'hsa-miR-93-5p', 'hsa-miR-17-5p', 'hsa-miR-130a-3p', 'TNFRSF10B', 'TGFBR2', 'BMPR2']
DE in both: 	2.914	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-21-5p is not DE, hsa-miR-372-3p is not DE, hsa-miR-373-3p is not DE	20.00	2.914	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-21-5p is not DE, hsa-miR-372-3p is not DE, hsa-miR-373-3p is not DE	20.00	TGFBR2	30.77	['3', 'hsa-miR-21-5p', 'hsa-miR-372-3p', 'hsa-miR-130a-3p', 'hsa-miR-373-3p', 'hsa-miR-130b-3p', 'TNFRSF10B', 'MBNL1', 'TGFBR2']
DE in both: 	3.971	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-21-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	20.00	3.971	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-21-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	20.00	RDH11,TGFBR2	66.67	['3', 'hsa-miR-21-5p', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'hsa-miR-130b-3p', 'hsa-miR-519b-3p', 'RDH11', 'MBNL1', 'TGFBR2']
DE in both: 	4.644	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-34a-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	20.00	4.644	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-34a-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	20.00	CNOT4,RDH11,SMAD4	60.00	['5', 'hsa-miR-34a-5p', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'hsa-miR-130b-3p', 'hsa-miR-519b-3p', 'RRAGD', 'ARHGAP1', 'CNOT4', 'RDH11', 'SMAD4']
DE in both: 	3.715	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-26a-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	20.00	3.715	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-26a-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	20.00	HSPA8,SMAD4	40.00	['5', 'hsa-miR-26a-5p', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'hsa-miR-130b-3p', 'hsa-miR-519b-3p', 'CHEK2', 'HSPA8', 'UBN2', 'SMAD4', 'NABP1']
DE in both: 	4.644	hsa-miR-1-3p is UP, hsa-miR-15b-5p is not DE, hsa-miR-16-5p is not DE, hsa-miR-195-5p is DOWN, hsa-miR-424-5p is not DE	40.00	2.786	hsa-miR-1-3p is DOWN, hsa-miR-15b-5p is not DE, hsa-miR-16-5p is not DE, hsa-miR-195-5p is not DE, hsa-miR-424-5p is not DE	20.00	CCND1	25.00	['5', 'hsa-miR-195-5p', 'hsa-miR-16-5p', 'hsa-miR-15b-5p', 'hsa-miR-1-3p', 'hsa-miR-424-5p', 'ZCCHC3', 'NUP50', 'VEGFA', 'TPM3', 'CCND1']
DE in both: 	5.828	hsa-miR-15b-5p is not DE, hsa-miR-16-5p is not DE, hsa-miR-195-5p is DOWN, hsa-miR-424-5p is not DE, hsa-miR-6739-5p is UP	40.00	3.971	hsa-miR-15b-5p is not DE, hsa-miR-16-5p is not DE, hsa-miR-195-5p is not DE, hsa-miR-424-5p is not DE, hsa-miR-6739-5p is DOWN	20.00	CCND1,GRB2	66.67	['3', 'hsa-miR-195-5p', 'hsa-miR-16-5p', 'hsa-miR-15b-5p', 'hsa-miR-424-5p', 'hsa-miR-6739-5p', 'FURIN', 'GRB2', 'CCND1']
DE in both: 	5.708	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-15b-5p is not DE, hsa-miR-16-5p is not DE, hsa-miR-195-5p is DOWN	40.00	3.851	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-15b-5p is not DE, hsa-miR-16-5p is not DE, hsa-miR-195-5p is not DE	20.00	ARHGAP12,FZD6,RPRD2	30.00	['10', 'hsa-miR-195-5p', 'hsa-miR-16-5p', 'hsa-miR-15b-5p', 'hsa-miR-130a-3p', 'hsa-miR-130b-3p', 'PPIG', 'ZMAT3', 'GPRC5A', 'SIK1', 'RPRD2', 'UBN2', 'CEP55', 'FZD6', 'PRKAA1', 'ARHGAP12']
DE in both: 	4.675	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-16-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	20.00	4.675	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-16-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	20.00	ARHGAP12,FZD6,HSPA8,RPRD2	44.44	['9', 'hsa-miR-16-5p', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'hsa-miR-130b-3p', 'hsa-miR-519b-3p', 'PPIG', 'HSPA8', 'RPRD2', 'UBN2', 'FZD6', 'PRKAA1', 'MAP7', 'ARHGAP12', 'DICER1']
DE in both: 	3.715	hsa-miR-101-3p is not DE, hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	20.00	3.715	hsa-miR-101-3p is not DE, hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	20.00	FZD6,TGFBR2	40.00	['5', 'hsa-miR-101-3p', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'hsa-miR-130b-3p', 'hsa-miR-519b-3p', 'FZD6', 'CLIC4', 'PPP1R15B', 'DICER1', 'TGFBR2']
DE in both: 	3.038	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-372-3p is not DE, hsa-miR-373-3p is not DE, hsa-miR-520a-3p is not DE	20.00	3.038	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-372-3p is not DE, hsa-miR-373-3p is not DE, hsa-miR-520a-3p is not DE	20.00	FZD6,MBNL3,SNX5	13.04	['23', 'hsa-miR-372-3p', 'hsa-miR-130a-3p', 'hsa-miR-373-3p', 'hsa-miR-130b-3p', 'hsa-miR-520a-3p', 'DAD1', 'CUL3', 'PIGA', 'PARP1', 'SNX5', 'KIF13A', 'ZNF12', 'ZNF317', 'MBNL3', 'MIGA2', 'ZFYVE26', 'TNFRSF10B', 'UBN2', 'CAPRIN2', 'FZD6', 'LCLAT1', 'HABP4', 'KLHL21', 'ATP6V1C1', 'MBNL1', 'COX10', 'TXNIP', 'BLCAP']
DE in both: 	2.914	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-335-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	20.00	2.914	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-335-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	20.00	RPRD2	17.86	['3', 'hsa-miR-335-5p', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'hsa-miR-130b-3p', 'hsa-miR-519b-3p', 'RRAGD', 'RPRD2', 'SOX4']
DE in both: 	2.914	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-376c-3p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	20.00	2.914	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-376c-3p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	20.00	FZD6	17.86	['3', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'hsa-miR-130b-3p', 'hsa-miR-376c-3p', 'hsa-miR-519b-3p', 'RBM20', 'CHEK2', 'FZD6']
DE in both: 	3.358	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-142-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	20.00	3.358	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-142-5p is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	20.00	HSPA8,TGFBR2	25.00	['8', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'hsa-miR-130b-3p', 'hsa-miR-142-5p', 'hsa-miR-519b-3p', 'RPF2', 'LZIC', 'PPIG', 'MAPK1', 'HSPA8', 'CAPRIN2', 'PTPN4', 'TGFBR2']
DE in both: 	3.971	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-1323 is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	20.00	3.971	hsa-miR-130a-3p is UP, hsa-miR-130b-3p is not DE, hsa-miR-1323 is not DE, hsa-miR-519b-3p is not DE, hsa-miR-519c-3p is not DE	20.00	MFF,RDH11	66.67	['3', 'hsa-miR-130a-3p', 'hsa-miR-519c-3p', 'hsa-miR-130b-3p', 'hsa-miR-519b-3p', 'hsa-miR-1323', 'MFF', 'CLIC4', 'RDH11']
